"Hora del RTC DS3231	 Temperatura	 Índice UV	 Rango"
"Hora: 10:2:10	 - Temperatura: 32	 - Índice UV 2	 - Rango: 255"
"Hora: 10:2:11	 - Temperatura: 32	 - Índice UV 2	 - Rango: 263"
"Hora: 10:2:12	 - Temperatura: 32	 - Índice UV 2	 - Rango: 260"
"Hora: 10:2:13	 - Temperatura: 32	 - Índice UV 2	 - Rango: 257"
"Hora: 10:2:14	 - Temperatura: 32	 - Índice UV 2	 - Rango: 252"
"Hora: 10:2:15	 - Temperatura: 32	 - Índice UV 2	 - Rango: 246"
"Hora: 10:2:16	 - Temperatura: 32	 - Índice UV 2	 - Rango: 249"
"Hora: 10:2:17	 - Temperatura: 32	 - Índice UV 2	 - Rango: 248"
"Hora: 10:2:18	 - Temperatura: 32	 - Índice UV 2	 - Rango: 241"
"Hora: 10:2:19	 - Temperatura: 32	 - Índice UV 2	 - Rango: 233"
"Hora: 10:2:20	 - Temperatura: 32	 - Índice UV 2	 - Rango: 234"
"Hora: 10:2:21	 - Temperatura: 32	 - Índice UV 2	 - Rango: 243"
"Hora: 10:2:22	 - Temperatura: 32	 - Índice UV 2	 - Rango: 205"
"Hora: 10:2:23	 - Temperatura: 32	 - Índice UV 2	 - Rango: 219"
"Hora: 10:2:24	 - Temperatura: 32	 - Índice UV 2	 - Rango: 238"
"Hora: 10:2:25	 - Temperatura: 32	 - Índice UV 2	 - Rango: 206"
"Hora: 10:2:26	 - Temperatura: 32	 - Índice UV 1	 - Rango: 177"
"Hora: 10:2:27	 - Temperatura: 32	 - Índice UV 2	 - Rango: 223"
"Hora: 10:2:28	 - Temperatura: 32	 - Índice UV 1	 - Rango: 203"
"Hora: 10:2:29	 - Temperatura: 32	 - Índice UV 2	 - Rango: 210"
"Hora: 10:2:30	 - Temperatura: 32	 - Índice UV 2	 - Rango: 214"
"Hora: 10:2:31	 - Temperatura: 32	 - Índice UV 1	 - Rango: 196"
"Hora: 10:2:32	 - Temperatura: 32	 - Índice UV 1	 - Rango: 200"
"Hora: 10:2:33	 - Temperatura: 32	 - Índice UV 2	 - Rango: 206"
"Hora: 10:2:34	 - Temperatura: 32	 - Índice UV 1	 - Rango: 202"
"Hora: 10:2:35	 - Temperatura: 32	 - Índice UV 1	 - Rango: 189"
"Hora: 10:2:36	 - Temperatura: 32	 - Índice UV 2	 - Rango: 216"
"Hora: 10:2:37	 - Temperatura: 32	 - Índice UV 1	 - Rango: 204"
"Hora: 10:2:38	 - Temperatura: 32	 - Índice UV 2	 - Rango: 205"
"Hora: 10:2:39	 - Temperatura: 32	 - Índice UV 2	 - Rango: 217"
"Hora: 10:2:40	 - Temperatura: 32	 - Índice UV 2	 - Rango: 210"
"Hora: 10:2:41	 - Temperatura: 32	 - Índice UV 1	 - Rango: 201"
"Hora: 10:2:42	 - Temperatura: 32	 - Índice UV 1	 - Rango: 199"
"Hora: 10:2:43	 - Temperatura: 32	 - Índice UV 1	 - Rango: 181"
"Hora: 10:2:44	 - Temperatura: 32	 - Índice UV 1	 - Rango: 195"
"Hora: 10:2:45	 - Temperatura: 32	 - Índice UV 1	 - Rango: 200"
"Hora: 10:2:46	 - Temperatura: 32	 - Índice UV 2	 - Rango: 205"
"Hora: 10:2:48	 - Temperatura: 32	 - Índice UV 1	 - Rango: 200"
"Hora: 10:2:49	 - Temperatura: 32	 - Índice UV 2	 - Rango: 210"
"Hora: 10:2:50	 - Temperatura: 32	 - Índice UV 1	 - Rango: 166"
"Hora: 10:2:51	 - Temperatura: 32	 - Índice UV 2	 - Rango: 209"
"Hora: 10:2:52	 - Temperatura: 32	 - Índice UV 1	 - Rango: 191"
"Hora: 10:2:53	 - Temperatura: 32	 - Índice UV 2	 - Rango: 208"
"Hora: 10:2:54	 - Temperatura: 32	 - Índice UV 2	 - Rango: 211"
"Hora: 10:2:55	 - Temperatura: 32	 - Índice UV 2	 - Rango: 213"
"Hora: 10:2:56	 - Temperatura: 32	 - Índice UV 2	 - Rango: 214"
"Hora: 10:2:57	 - Temperatura: 32	 - Índice UV 2	 - Rango: 226"
"Hora: 10:2:58	 - Temperatura: 32	 - Índice UV 2	 - Rango: 224"
"Hora: 10:2:59	 - Temperatura: 32	 - Índice UV 2	 - Rango: 229"
"Hora: 10:3:0	 - Temperatura: 32	 - Índice UV 2	 - Rango: 237"
"Hora: 10:3:1	 - Temperatura: 32	 - Índice UV 2	 - Rango: 211"
"Hora: 10:3:2	 - Temperatura: 32	 - Índice UV 2	 - Rango: 234"
"Hora: 10:3:3	 - Temperatura: 32	 - Índice UV 2	 - Rango: 233"
"Hora: 10:3:4	 - Temperatura: 32	 - Índice UV 2	 - Rango: 226"
"Hora: 10:3:5	 - Temperatura: 32	 - Índice UV 2	 - Rango: 216"
"Hora: 10:3:6	 - Temperatura: 32	 - Índice UV 2	 - Rango: 240"
"Hora: 10:3:7	 - Temperatura: 32	 - Índice UV 2	 - Rango: 234"
"Hora: 10:3:8	 - Temperatura: 32	 - Índice UV 2	 - Rango: 238"
"Hora: 10:3:9	 - Temperatura: 32	 - Índice UV 2	 - Rango: 226"
"Hora: 10:3:10	 - Temperatura: 32	 - Índice UV 1	 - Rango: 203"
"Hora: 10:3:11	 - Temperatura: 32	 - Índice UV 2	 - Rango: 210"
"Hora: 10:3:12	 - Temperatura: 32	 - Índice UV 2	 - Rango: 207"
"Hora: 10:3:13	 - Temperatura: 32	 - Índice UV 2	 - Rango: 205"
"Hora: 10:3:14	 - Temperatura: 32	 - Índice UV 2	 - Rango: 220"
"Hora: 10:3:15	 - Temperatura: 32	 - Índice UV 2	 - Rango: 234"
"Hora: 10:3:16	 - Temperatura: 32	 - Índice UV 2	 - Rango: 209"
"Hora: 10:3:17	 - Temperatura: 32	 - Índice UV 2	 - Rango: 211"
"Hora: 10:3:18	 - Temperatura: 32	 - Índice UV 2	 - Rango: 221"
"Hora: 10:3:19	 - Temperatura: 32	 - Índice UV 1	 - Rango: 202"
"Hora: 10:3:20	 - Temperatura: 32	 - Índice UV 1	 - Rango: 194"
"Hora: 10:3:21	 - Temperatura: 32	 - Índice UV 2	 - Rango: 221"
"Hora: 10:3:22	 - Temperatura: 32	 - Índice UV 2	 - Rango: 217"
"Hora: 10:3:23	 - Temperatura: 32	 - Índice UV 2	 - Rango: 239"
"Hora: 10:3:24	 - Temperatura: 32	 - Índice UV 2	 - Rango: 235"
"Hora: 10:3:25	 - Temperatura: 32	 - Índice UV 2	 - Rango: 239"
"Hora: 10:3:26	 - Temperatura: 32	 - Índice UV 2	 - Rango: 243"
"Hora: 10:3:27	 - Temperatura: 32	 - Índice UV 2	 - Rango: 245"
"Hora: 10:3:28	 - Temperatura: 32	 - Índice UV 2	 - Rango: 236"
"Hora: 10:3:29	 - Temperatura: 32	 - Índice UV 2	 - Rango: 251"
"Hora: 10:3:30	 - Temperatura: 32	 - Índice UV 2	 - Rango: 244"
"Hora: 10:3:31	 - Temperatura: 32	 - Índice UV 2	 - Rango: 250"
"Hora: 10:3:32	 - Temperatura: 32	 - Índice UV 2	 - Rango: 249"
"Hora: 10:3:33	 - Temperatura: 32	 - Índice UV 2	 - Rango: 236"
"Hora: 10:3:34	 - Temperatura: 32	 - Índice UV 2	 - Rango: 253"
"Hora: 10:3:35	 - Temperatura: 32	 - Índice UV 2	 - Rango: 250"
"Hora: 10:3:36	 - Temperatura: 32	 - Índice UV 2	 - Rango: 247"
"Hora: 10:3:37	 - Temperatura: 32	 - Índice UV 2	 - Rango: 244"
"Hora: 10:3:38	 - Temperatura: 32	 - Índice UV 2	 - Rango: 245"
"Hora: 10:3:39	 - Temperatura: 32	 - Índice UV 2	 - Rango: 252"
"Hora: 10:3:40	 - Temperatura: 32	 - Índice UV 2	 - Rango: 258"
"Hora: 10:3:41	 - Temperatura: 32	 - Índice UV 2	 - Rango: 246"
"Hora: 10:3:42	 - Temperatura: 32	 - Índice UV 2	 - Rango: 220"
"Hora: 10:3:43	 - Temperatura: 32	 - Índice UV 2	 - Rango: 239"
"Hora: 10:3:44	 - Temperatura: 32	 - Índice UV 2	 - Rango: 232"
"Hora: 10:3:45	 - Temperatura: 32	 - Índice UV 2	 - Rango: 229"
"Hora: 10:3:46	 - Temperatura: 32	 - Índice UV 2	 - Rango: 231"
"Hora: 10:3:47	 - Temperatura: 32	 - Índice UV 1	 - Rango: 202"
"Hora: 10:3:48	 - Temperatura: 32	 - Índice UV 2	 - Rango: 220"
"Hora: 10:3:49	 - Temperatura: 32	 - Índice UV 2	 - Rango: 250"
"Hora: 10:3:50	 - Temperatura: 32	 - Índice UV 2	 - Rango: 218"
"Hora: 10:3:51	 - Temperatura: 32	 - Índice UV 2	 - Rango: 232"
"Hora: 10:3:52	 - Temperatura: 32	 - Índice UV 2	 - Rango: 242"
"Hora: 10:3:53	 - Temperatura: 32	 - Índice UV 2	 - Rango: 232"
"Hora: 10:3:54	 - Temperatura: 32	 - Índice UV 2	 - Rango: 239"
"Hora: 10:3:55	 - Temperatura: 32	 - Índice UV 2	 - Rango: 241"
"Hora: 10:3:56	 - Temperatura: 32	 - Índice UV 2	 - Rango: 228"
"Hora: 10:3:57	 - Temperatura: 32	 - Índice UV 2	 - Rango: 249"
"Hora: 10:3:58	 - Temperatura: 32	 - Índice UV 2	 - Rango: 238"
"Hora: 10:3:59	 - Temperatura: 32	 - Índice UV 2	 - Rango: 237"
"Hora: 10:4:0	 - Temperatura: 32	 - Índice UV 2	 - Rango: 240"
"Hora: 10:4:1	 - Temperatura: 32	 - Índice UV 2	 - Rango: 251"
"Hora: 10:4:2	 - Temperatura: 32	 - Índice UV 2	 - Rango: 243"
"Hora: 10:4:3	 - Temperatura: 32	 - Índice UV 2	 - Rango: 243"
"Hora: 10:4:4	 - Temperatura: 32	 - Índice UV 2	 - Rango: 240"
"Hora: 10:4:5	 - Temperatura: 32	 - Índice UV 2	 - Rango: 243"
"Hora: 10:4:6	 - Temperatura: 32	 - Índice UV 2	 - Rango: 230"
"Hora: 10:4:7	 - Temperatura: 32	 - Índice UV 2	 - Rango: 251"
"Hora: 10:4:8	 - Temperatura: 32	 - Índice UV 2	 - Rango: 256"
"Hora: 10:4:9	 - Temperatura: 32	 - Índice UV 2	 - Rango: 252"
"Hora: 10:4:10	 - Temperatura: 32	 - Índice UV 2	 - Rango: 251"
"Hora: 10:4:11	 - Temperatura: 32	 - Índice UV 2	 - Rango: 253"
"Hora: 10:4:12	 - Temperatura: 32	 - Índice UV 2	 - Rango: 245"
"Hora: 10:4:13	 - Temperatura: 32	 - Índice UV 2	 - Rango: 257"
"Hora: 10:4:14	 - Temperatura: 32	 - Índice UV 2	 - Rango: 252"
"Hora: 10:4:15	 - Temperatura: 32	 - Índice UV 2	 - Rango: 256"
"Hora: 10:4:16	 - Temperatura: 32	 - Índice UV 2	 - Rango: 256"
"Hora: 10:4:17	 - Temperatura: 32	 - Índice UV 2	 - Rango: 251"
"Hora: 10:4:19	 - Temperatura: 32	 - Índice UV 2	 - Rango: 258"
"Hora: 10:4:20	 - Temperatura: 32	 - Índice UV 2	 - Rango: 241"
"Hora: 10:4:21	 - Temperatura: 32	 - Índice UV 2	 - Rango: 250"
"Hora: 10:4:22	 - Temperatura: 32	 - Índice UV 2	 - Rango: 254"
"Hora: 10:4:23	 - Temperatura: 32	 - Índice UV 2	 - Rango: 249"
"Hora: 10:4:24	 - Temperatura: 32	 - Índice UV 2	 - Rango: 237"
"Hora: 10:4:25	 - Temperatura: 32	 - Índice UV 2	 - Rango: 246"
"Hora: 10:4:26	 - Temperatura: 32	 - Índice UV 2	 - Rango: 225"
"Hora: 10:4:27	 - Temperatura: 32	 - Índice UV 2	 - Rango: 245"
"Hora: 10:4:28	 - Temperatura: 32	 - Índice UV 2	 - Rango: 248"
"Hora: 10:4:29	 - Temperatura: 32	 - Índice UV 2	 - Rango: 238"
"Hora: 10:4:30	 - Temperatura: 32	 - Índice UV 2	 - Rango: 228"
"Hora: 10:4:31	 - Temperatura: 32	 - Índice UV 2	 - Rango: 250"
"Hora: 10:4:32	 - Temperatura: 32	 - Índice UV 2	 - Rango: 238"
"Hora: 10:4:33	 - Temperatura: 32	 - Índice UV 2	 - Rango: 235"
"Hora: 10:4:34	 - Temperatura: 32	 - Índice UV 2	 - Rango: 250"
"Hora: 10:4:35	 - Temperatura: 32	 - Índice UV 2	 - Rango: 237"
"Hora: 10:4:36	 - Temperatura: 32	 - Índice UV 2	 - Rango: 235"
"Hora: 10:4:37	 - Temperatura: 32	 - Índice UV 2	 - Rango: 240"
"Hora: 10:4:38	 - Temperatura: 32	 - Índice UV 2	 - Rango: 246"
"Hora: 10:4:39	 - Temperatura: 32	 - Índice UV 2	 - Rango: 242"
"Hora: 10:4:40	 - Temperatura: 32	 - Índice UV 2	 - Rango: 242"
"Hora: 10:4:41	 - Temperatura: 32	 - Índice UV 2	 - Rango: 240"
"Hora: 10:4:42	 - Temperatura: 32	 - Índice UV 2	 - Rango: 243"
"Hora: 10:4:43	 - Temperatura: 32	 - Índice UV 2	 - Rango: 215"
"Hora: 10:4:44	 - Temperatura: 32	 - Índice UV 2	 - Rango: 246"
"Hora: 10:4:45	 - Temperatura: 32	 - Índice UV 2	 - Rango: 225"
"Hora: 10:4:46	 - Temperatura: 32	 - Índice UV 1	 - Rango: 204"
"Hora: 10:4:47	 - Temperatura: 32	 - Índice UV 2	 - Rango: 237"
"Hora: 10:4:48	 - Temperatura: 32	 - Índice UV 2	 - Rango: 232"
"Hora: 10:4:49	 - Temperatura: 32	 - Índice UV 2	 - Rango: 207"
"Hora: 10:4:50	 - Temperatura: 32	 - Índice UV 2	 - Rango: 236"
"Hora: 10:4:51	 - Temperatura: 32	 - Índice UV 2	 - Rango: 237"
"Hora: 10:4:52	 - Temperatura: 32	 - Índice UV 2	 - Rango: 231"
"Hora: 10:4:53	 - Temperatura: 32	 - Índice UV 2	 - Rango: 212"
"Hora: 10:4:54	 - Temperatura: 32	 - Índice UV 2	 - Rango: 231"
"Hora: 10:4:55	 - Temperatura: 32	 - Índice UV 2	 - Rango: 231"
"Hora: 10:4:56	 - Temperatura: 32	 - Índice UV 2	 - Rango: 233"
"Hora: 10:4:57	 - Temperatura: 32	 - Índice UV 2	 - Rango: 235"
"Hora: 10:4:58	 - Temperatura: 32	 - Índice UV 2	 - Rango: 221"
"Hora: 10:4:59	 - Temperatura: 32	 - Índice UV 2	 - Rango: 222"
"Hora: 10:5:0	 - Temperatura: 32	 - Índice UV 2	 - Rango: 219"
"Hora: 10:5:1	 - Temperatura: 32	 - Índice UV 1	 - Rango: 194"
"Hora: 10:5:2	 - Temperatura: 32	 - Índice UV 2	 - Rango: 207"
"Hora: 10:5:3	 - Temperatura: 32	 - Índice UV 2	 - Rango: 227"
"Hora: 10:5:4	 - Temperatura: 32	 - Índice UV 2	 - Rango: 218"
"Hora: 10:5:5	 - Temperatura: 32	 - Índice UV 2	 - Rango: 214"
"Hora: 10:5:6	 - Temperatura: 32	 - Índice UV 1	 - Rango: 168"
"Hora: 10:5:7	 - Temperatura: 32	 - Índice UV 1	 - Rango: 181"
"Hora: 10:5:8	 - Temperatura: 32	 - Índice UV 1	 - Rango: 190"
"Hora: 10:5:9	 - Temperatura: 32	 - Índice UV 1	 - Rango: 172"
"Hora: 10:5:10	 - Temperatura: 32	 - Índice UV 1	 - Rango: 196"
"Hora: 10:5:11	 - Temperatura: 32	 - Índice UV 1	 - Rango: 165"
"Hora: 10:5:12	 - Temperatura: 32	 - Índice UV 1	 - Rango: 173"
"Hora: 10:5:13	 - Temperatura: 32	 - Índice UV 2	 - Rango: 213"
"Hora: 10:5:14	 - Temperatura: 32	 - Índice UV 1	 - Rango: 195"
"Hora: 10:5:15	 - Temperatura: 32	 - Índice UV 1	 - Rango: 162"
"Hora: 10:5:16	 - Temperatura: 32	 - Índice UV 2	 - Rango: 214"
"Hora: 10:5:17	 - Temperatura: 32	 - Índice UV 2	 - Rango: 209"
"Hora: 10:5:18	 - Temperatura: 32	 - Índice UV 1	 - Rango: 180"
"Hora: 10:5:19	 - Temperatura: 32	 - Índice UV 1	 - Rango: 172"
"Hora: 10:5:20	 - Temperatura: 32	 - Índice UV 1	 - Rango: 192"
"Hora: 10:5:21	 - Temperatura: 32	 - Índice UV 1	 - Rango: 188"
"Hora: 10:5:22	 - Temperatura: 32	 - Índice UV 1	 - Rango: 139"
"Hora: 10:5:23	 - Temperatura: 32	 - Índice UV 1	 - Rango: 165"
"Hora: 10:5:24	 - Temperatura: 32	 - Índice UV 1	 - Rango: 169"
"Hora: 10:5:25	 - Temperatura: 32	 - Índice UV 1	 - Rango: 165"
"Hora: 10:5:26	 - Temperatura: 32	 - Índice UV 1	 - Rango: 181"
"Hora: 10:5:27	 - Temperatura: 32	 - Índice UV 1	 - Rango: 174"
"Hora: 10:5:28	 - Temperatura: 32	 - Índice UV 1	 - Rango: 166"
"Hora: 10:5:29	 - Temperatura: 32	 - Índice UV 1	 - Rango: 174"
"Hora: 10:5:30	 - Temperatura: 32	 - Índice UV 1	 - Rango: 187"
"Hora: 10:5:31	 - Temperatura: 32	 - Índice UV 2	 - Rango: 216"
"Hora: 10:5:32	 - Temperatura: 32	 - Índice UV 1	 - Rango: 192"
"Hora: 10:5:33	 - Temperatura: 32	 - Índice UV 2	 - Rango: 227"
"Hora: 10:5:34	 - Temperatura: 32	 - Índice UV 0	 - Rango: 31"
"Hora: 10:5:35	 - Temperatura: 32	 - Índice UV 0	 - Rango: 58"
"Hora: 10:5:36	 - Temperatura: 32	 - Índice UV 2	 - Rango: 219"
"Hora: 10:5:37	 - Temperatura: 32	 - Índice UV 1	 - Rango: 201"
"Hora: 10:5:38	 - Temperatura: 32	 - Índice UV 2	 - Rango: 220"
"Hora: 10:5:39	 - Temperatura: 32	 - Índice UV 2	 - Rango: 219"
"Hora: 10:5:40	 - Temperatura: 32	 - Índice UV 2	 - Rango: 231"
"Hora: 10:5:41	 - Temperatura: 32	 - Índice UV 2	 - Rango: 221"
"Hora: 10:5:42	 - Temperatura: 32	 - Índice UV 2	 - Rango: 229"
"Hora: 10:5:43	 - Temperatura: 32	 - Índice UV 1	 - Rango: 198"
"Hora: 10:5:44	 - Temperatura: 32	 - Índice UV 1	 - Rango: 187"
"Hora: 10:5:45	 - Temperatura: 32	 - Índice UV 2	 - Rango: 214"
"Hora: 10:5:46	 - Temperatura: 32	 - Índice UV 1	 - Rango: 192"
"Hora: 10:5:47	 - Temperatura: 32	 - Índice UV 1	 - Rango: 149"
"Hora: 10:5:48	 - Temperatura: 32	 - Índice UV 1	 - Rango: 146"
"Hora: 10:5:50	 - Temperatura: 32	 - Índice UV 2	 - Rango: 222"
"Hora: 10:5:51	 - Temperatura: 32	 - Índice UV 2	 - Rango: 213"
"Hora: 10:5:52	 - Temperatura: 32	 - Índice UV 1	 - Rango: 174"
"Hora: 10:5:53	 - Temperatura: 32	 - Índice UV 1	 - Rango: 167"
"Hora: 10:5:54	 - Temperatura: 32	 - Índice UV 1	 - Rango: 174"
"Hora: 10:5:55	 - Temperatura: 32	 - Índice UV 2	 - Rango: 208"
"Hora: 10:5:56	 - Temperatura: 32	 - Índice UV 1	 - Rango: 174"
"Hora: 10:5:57	 - Temperatura: 32	 - Índice UV 2	 - Rango: 238"
"Hora: 10:5:58	 - Temperatura: 32	 - Índice UV 2	 - Rango: 250"
"Hora: 10:5:59	 - Temperatura: 32	 - Índice UV 2	 - Rango: 242"
"Hora: 10:6:0	 - Temperatura: 32	 - Índice UV 2	 - Rango: 242"
"Hora: 10:6:1	 - Temperatura: 32	 - Índice UV 2	 - Rango: 254"
"Hora: 10:6:2	 - Temperatura: 32	 - Índice UV 2	 - Rango: 263"
